CIDL,代称,日冲策分,仓周类,月基带周,月基带日,月基策略,行业益盟,是宽基指数
sz159778,工业互联网ETF鹏华,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159779,消费电子ETF招商,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159780,科创创业50ETF南方,1.5,嘘z,(嘘)▽(忑),(嘘)↘(下)▽(忑),NA(空看),深证ETF,
sz159781,科创创业ETF易方达,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159782,双创50ETF银华,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159783,科创创业50ETF华夏,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159786,VRETF银华,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159787,建材ETF易方达,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159788,港股通100ETF易方达,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),深证ETF,
sz159790,碳中和ETF华夏,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),深证ETF,
sz159791,300ESGETF华夏,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159792,港股通互联网ETF富国,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),深证ETF,
sz159793,线上消费ETF平安,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159795,智能汽车ETF汇添富,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),深证ETF,
sz159796,电池ETF汇添富,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz159797,医疗器械ETF汇添富,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159798,消费ETF易方达,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),深证ETF,
sz159800,中证800ETF鹏华,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159801,芯片ETF广发,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),深证ETF,
sz159804,创中盘88ETF国寿,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),深证ETF,
sz159805,传媒ETF鹏华,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159806,新能源车ETF国泰,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz159807,科技ETF易方达,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),深证ETF,
sz159808,创100ETF融通,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159810,创业板ETF浦银,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159811,5GETF博时,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159812,黄金ETF前海开源,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159813,半导体ETF鹏华,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),深证ETF,
sz159814,创业大盘ETF西部利得,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159816,0-4年地方债ETF鹏华,5.3,嘘z,(嘘)▽(忑),(尿)○(忠)↗(上),NA(空看),深证ETF,
sz159819,人工智能ETF易方达,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),深证ETF,
sz159820,中证500ETF天弘,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159821,创业板ETF中银证券,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159822,新经济ETF银华,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),深证ETF,
sz159824,新能源车ETF博时,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),深证ETF,
sz159825,农业ETF富国,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),深证ETF,
sz159827,农业ETF银华,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),深证ETF,
sz159828,医疗ETF国泰,68.5,屎r,(屎)↗(忐),(屎)↗(上)▲(上),NA(空看),深证ETF,
sz159830,金ETF天弘,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159831,金ETF嘉实,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159834,金ETF南方,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159835,创新药ETF建信,28.6,银a,(银)▲(上),(金)▲(上)↘(忑),多被(银),深证ETF,
sz159836,创业板300ETF天弘,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159837,生物科技ETF易方达,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),深证ETF,
sz159838,医药50ETF博时,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),深证ETF,
sz159839,生物医药ETF汇添富,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),深证ETF,
sz159840,锂电池ETF工银,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz159841,证券ETF天弘,21.7,唏a,(唏)↗(上),(屎)○(中)○(忠),多被(唏),深证ETF,
sz159842,券商ETF银华,21.7,唏a,(唏)↗(上),(屎)○(中)○(忠),多被(唏),深证ETF,
sz159843,食品饮料ETF招商,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),深证ETF,
sz159845,中证1000ETF华夏,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159847,医疗ETF易方达,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),深证ETF,
sz159848,证券ETF国联安,21.7,唏a,(唏)↗(上),(屎)○(中)○(忠),多被(唏),深证ETF,
sz159849,生物科技ETF招商,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),深证ETF,
sz159850,恒生国企ETF华夏,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),深证ETF,
sz159851,金融科技ETF华宝,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159852,软件ETF嘉实,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159855,影视ETF银华,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159856,互联网龙头ETF工银,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),深证ETF,
sz159857,光伏ETF天弘,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159858,创新药ETF南方,28.6,金a,(金)▲(上),(金)▲(上)↘(忑),多长(不定),深证ETF,
sz159859,生物医药ETF天弘,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),深证ETF,
sz159861,碳中和50ETF国泰,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),深证ETF,
sz159862,食品饮料ETF银华,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),深证ETF,
sz159863,光伏ETF鹏华,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159864,光伏ETF国泰,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159865,养殖ETF国泰,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159866,日经ETF工银,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),深证ETF,
sz159867,养殖ETF鹏华,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159869,游戏ETF华夏,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159870,化工ETF鹏华,1.3,尿y,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),深证ETF,
sz159871,有色ETF银华,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),深证ETF,
sz159872,智能网联汽车ETF鹏华,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),深证ETF,
sz159873,医疗设备ETF天弘,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159875,新能源ETF嘉实,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz159876,有色ETF华宝,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),深证ETF,
sz159877,医疗ETF南方,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159880,有色ETF鹏华,1.3,嘘y,(嘘)▽(忑),(尿)▽(忑)↗(上),NA(空看),深证ETF,
sz159881,有色金属ETF国泰,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),深证ETF,
sz159883,医疗器械ETF永赢,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159885,碳中和ETF鹏华,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz159886,机械ETF富国,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),深证ETF,
sz159887,银行ETF富国,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),深证ETF,
sz159888,智能汽车ETF华夏,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),深证ETF,
sz159889,智能汽车ETF国泰,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),深证ETF,
sz159890,云计算ETF招商,0.1,嘘y,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159891,医疗ETF建信,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159892,恒生医药ETF华夏,8.9,屎r,(屎)↗(忐),(屎)↗(上)↘(下),NA(空看),深证ETF,
sz159895,物联网ETF易方达,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159896,物联网ETF南方,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159898,医疗器械ETF招商,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159899,软件ETF招商,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159901,深证100ETF易方达,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159902,中小100ETF华夏,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159903,深成ETF南方,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159905,红利ETF工银,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),深证ETF,
sz159906,深成长ETF大成,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159907,国证2000ETF广发,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz159908,创业板ETF博时,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159909,TMT50ETF招商,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159910,基本面120ETF嘉实,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),深证ETF,
sz159912,深300ETF汇添富,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159913,深价值ETF交银,85.1,嘘r,(嘘)↗(忐),(金)▲(忐)▲(上),NA(空看),深证ETF,
sz159915,创业板ETF易方达,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159916,基本面ETF建信,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),深证ETF,
sz159918,中创400ETF嘉实,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159919,沪深300ETF嘉实,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159920,恒生ETF华夏,86,金r,(金)▲(忐),(银)▲(忐)▲(上),多长(不定),深证ETF,
sz159922,中证500ETF嘉实,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159923,中证A100ETF大成,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159925,沪深300ETF南方,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159928,消费ETF汇添富,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),深证ETF,
sz159929,医药ETF汇添富,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),深证ETF,
sz159930,能源ETF汇添富,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(消极),深证ETF,
sz159931,金融地产ETF汇添富,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),深证ETF,
sz159933,金融地产ETF国投瑞银,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),深证ETF,
sz159934,黄金ETF易方达,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159935,中证500ETF景顺,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159936,可选消费ETF广发,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),深证ETF,
sz159937,黄金ETF博时,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159938,医药ETF广发,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),深证ETF,
sz159939,信息技术ETF广发,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),深证ETF,
sz159940,金融地产ETF广发,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),深证ETF,
sz159941,纳指ETF广发,8.6,金b,(金)↘(中),(金)↘(下)○(忠),多长(消极),深证ETF,
sz159943,深证成指ETF大成,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159944,材料ETF广发,1.3,嘘y,(嘘)▽(忑),(尿)▽(忑)↗(上),NA(空看),深证ETF,
sz159945,能源ETF广发,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),深证ETF,
sz159948,创业板ETF南方,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159949,创业板50ETF华安,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159952,创业板ETF广发,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159954,恒生中国企业ETF南方,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),深证ETF,
sz159956,创业板ETF建信,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159957,创业板ETF华夏,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159958,创业板ETF工银,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159959,央企ETF银华,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159960,恒生中国企业ETF平安,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),深证ETF,
sz159961,深100ETF方正富邦,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159964,创业板ETF平安,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159965,央视50ETF国联,13.7,嘘z,(嘘)▽(忑),(嘘)↘(忑)↗(忐),NA(空看),深证ETF,
sz159966,创业板价值ETF华夏,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159967,创业板成长ETF华夏,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159968,中证500ETF博时,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159970,深100ETF工银,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),深证ETF,
sz159971,创业板ETF富国,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),深证ETF,
sz159972,5年地方债ETF鹏华,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),深证ETF,
sz159973,民企ETF弘毅远方,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159974,央企创新ETF富国,2.2,嘘z,(嘘)▽(忑),(尿)▽(忑)↗(忐),NA(空看),深证ETF,
sz159975,深100ETF招商,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159976,湾创ETF工银,2.2,嘘z,(嘘)▽(忑),(尿)▽(忑)↗(忐),NA(空看),深证ETF,
sz159977,创业板ETF天弘,0.1,屎z,(屎)▽(忑),(尿)▽(忑)▽(忑),NA(空长),深证ETF,
sz159980,有色ETF大成,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(不定),深证ETF,
sz159981,能源化工ETF建信,0.8,嘘y,(嘘)▽(忠),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159982,中证500ETF鹏华,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159985,豆粕ETF华夏,2,金a,(金)▲(上),(金)↘(下)▽(忑),多长(消极),深证ETF,
sz159991,创业板大盘ETF招商,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),深证ETF,
sz159992,创新药ETF银华,28.6,银a,(银)▲(上),(金)▲(上)↘(忑),多被(银),深证ETF,
sz159993,证券ETF鹏华,8.6,唏a,(唏)↗(上),(屎)○(中)↘(忑),多被(唏),深证ETF,
sz159994,通信ETF银华,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159995,芯片ETF华夏,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),深证ETF,
sz159996,家电ETF国泰,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),深证ETF,
sz159997,电子ETF天弘,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),深证ETF,
sz159998,计算机ETF天弘,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),深证ETF,
sz300001,特锐德,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(消极),高低压设备,
sz300002,神州泰岳,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),游戏,
sz300003,乐普医疗,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),医疗器械,
sz300004,南风股份,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),专用设备,
sz300005,探路者,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),服装,
sz300006,莱美药业,0.8,尿z,(尿)▽(忑),(尿)▽(忑)▽(下),NA(空看),医药制造,
sz300007,汉威科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),仪器仪表,
sz300008,天海防务,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),船舶制造,
sz300009,安科生物,5.3,屎y,(屎)▽(忠),(屎)○(忠)↗(忐),NA(空长),生物制品,
sz300010,ST豆神,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),,
sz300011,鼎汉技术,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),专用设备,
sz300012,华测检测,74.2,嘘y,(嘘)▽(忠),(嘘)↗(忐)▲(上),NA(空看),综合行业,
sz300013,新宁物流,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),仓储物流,
sz300014,亿纬锂能,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电池,
sz300015,爱尔眼科,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),医疗服务,
sz300016,北陆药业,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),医药制造,
sz300017,网宿科技,0.5,嘘y,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),通信服务,
sz300018,中元股份,0.5,嘘z,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),电气智能化设备,
sz300019,硅宝科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),化学制品,
sz300020,ST银江,86,唏r,(唏)↗(忐),(银)▲(忐)▲(上),多被(唏),,
sz300021,大禹节水,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),农业服务,
sz300022,吉峰科技,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),农业服务,
sz300024,机器人,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),自动化设备,
sz300025,华星创业,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),通信服务,
sz300026,红日药业,80.8,屎r,(屎)↗(忐),(唏)↗(上)▲(上),NA(空看),中药,
sz300027,ST华谊,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),,
sz300029,天龙退,0,屎,(屎)▽(?),(屎)▽()▲(),NA(空长),,
sz300030,阳普医疗,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sz300031,宝通科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),游戏,
sz300032,金龙机电,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),消费电子,
sz300033,同花顺,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),软件开发,
sz300034,钢研高纳,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),航天国防,
sz300035,中科电气,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电池,
sz300036,超图软件,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件开发,
sz300037,新宙邦,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),电池,
sz300039,上海凯宝,30,唏r,(唏)↗(忐),(唏)↗(上)○(中),多被(唏),中药,
sz300040,九洲集团,0.9,屎y,(屎)▽(忠),(屎)○(忠)↘(下),NA(空长),电气智能化设备,
sz300041,回天新材,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),化学制品,
sz300042,朗科科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),IT设备,
sz300043,星辉娱乐,5.3,尿y,(尿)▽(忠),(屎)○(忠)↗(忐),NA(空看),游戏,
sz300044,*ST赛为,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),,
sz300045,华力创通,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),航天国防,
sz300046,台基股份,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),半导体,
sz300047,天源迪科,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300048,合康新能,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),电气智能化设备,
sz300049,福瑞医科,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sz300050,世纪鼎利,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),通信服务,
sz300051,琏升科技,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),光伏设备,
sz300052,中青宝,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),游戏,
sz300053,航宇微,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),半导体,
sz300054,鼎龙股份,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),半导体,
sz300055,万邦达,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),石油石化,
sz300056,中创环保,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),环境保护,
sz300057,万顺新材,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),包装印刷,
sz300058,蓝色光标,33.9,嘘y,(嘘)▽(忠),(嘘)○(忠)↗(上),NA(空看),营销传播,
sz300059,东方财富,26.5,屎a,(屎)↗(上),(屎)↗(忐)▲(忐),NA(空看),证券期货,
sz300061,旗天科技,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),营销传播,
sz300062,中能电气,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),高低压设备,
sz300063,天龙集团,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),营销传播,
sz300065,海兰信,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),船舶制造,
sz300066,三川智慧,1.3,尿y,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),仪器仪表,
sz300067,安诺其,85.1,嘘y,(嘘)▽(忠),(金)▲(忐)▲(上),NA(空看),化学制品,
sz300068,ST南都,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),,
sz300069,金利华电,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),高低压设备,
sz300070,碧水源,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),环境保护,
sz300071,福石控股,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),营销传播,
sz300072,海新能科,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),化学制品,
sz300073,当升科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电池,
sz300074,华平股份,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300075,数字政通,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300076,*ST宁视,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),,
sz300077,国民技术,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
